timestamp,poll_id,rtt_ms,bandwidth_kbps,cpu_load,ram_usage,gpu_load,gpu_temp,prev_rtt_ms,rtt_delta,rtt_trend,avg_bw_last_6s,local_latency_ms,cloud_latency_ms,queue_depth,error_rate_pct,network_ok,bandwidth_ok,offload_ok,prob,raw_decision,pending_mode,pending_count,previous_mode,current_mode,transition,push_ok,pipeline_action
2026-05-21 13:21:05,11,16.10,332.77,61.58,84.39,8.30,45.00,19.95,-3.86,stable,4982.90,258.04,200.08,1,0.00,1,1,1,0.717,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:07,12,16.10,332.77,60.12,84.43,2.10,44.50,16.10,0.00,stable,2665.23,258.04,188.59,1,0.00,1,1,1,0.713,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:09,13,16.87,456.06,62.16,84.44,0.00,45.00,16.10,0.78,stable,378.39,258.04,202.00,1,0.00,1,1,1,0.748,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:11,14,18.85,358.42,58.85,84.41,0.00,45.00,16.87,1.97,stable,370.00,258.04,202.98,1,0.00,1,1,0,0.499,LOCAL,LOCAL,1,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:13,15,18.85,358.42,61.46,84.42,21.80,45.00,18.85,0.00,stable,376.42,258.04,174.89,1,0.00,1,1,1,0.720,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:15,16,8.22,10052.26,61.80,84.52,0.00,45.00,18.85,-10.63,down,2806.29,258.04,179.82,1,0.00,1,1,1,0.894,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:17,17,8.22,10052.26,61.58,84.53,38.50,45.00,8.22,0.00,stable,5205.34,258.04,180.64,1,0.00,1,1,1,0.894,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:19,18,17.04,531.90,62.75,84.53,0.00,45.00,8.22,8.82,stable,5248.71,258.04,227.93,1,0.00,1,1,1,0.769,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:21,19,20.54,360.20,62.50,84.53,6.70,45.00,17.04,3.51,stable,5249.15,258.04,178.93,1,0.00,1,1,1,0.721,CLOUD,,0,CLOUD,CLOUD,0,0,none
2026-05-21 13:21:23,20,20.54,360.20,62.58,84.53,0.00,45.00,20.54,0.00,stable,2826.14,258.04,182.23,1,0.00,1,1,1,0.721,CLOUD,,0,CLOUD,CLOUD,0,0,none
