timestamp,sample_id,scenario,mode,current_fps,average_fps,estimated_frames_total,rtt_ms,error_rate_pct,cpu_load,ram_usage,gpu_load,gpu_temp,frame_latency_ms,deepstream_alive
2026-05-21 11:15:19,61,thermal,LOCAL,28.13,27.89,3470,0.49,0.0,18.97,82.78,98.5,58.0,35.55,1
2026-05-21 11:15:21,62,thermal,LOCAL,27.89,27.89,3609,0.54,0.0,20.0,82.9,98.7,58.0,35.86,1
2026-05-21 11:15:23,63,thermal,LOCAL,27.89,27.89,3609,7.85,0.0,18.64,82.8,98.1,58.0,35.86,1
2026-05-21 11:15:25,64,thermal,LOCAL,28.05,27.9,3749,0.53,0.0,20.34,82.92,98.7,58.0,35.65,1
2026-05-21 11:15:27,65,thermal,LOCAL,28.05,27.9,3749,0.54,0.0,18.97,82.83,98.4,58.0,35.65,1
2026-05-21 11:15:29,66,thermal,LOCAL,28.05,27.9,3749,0.53,0.0,24.59,82.94,98.5,58.0,35.65,1
2026-05-21 11:15:31,67,thermal,LOCAL,28.02,27.9,3889,0.53,0.0,21.67,82.86,98.5,58.5,35.69,1
2026-05-21 11:15:33,68,thermal,LOCAL,28.02,27.9,3889,0.53,0.0,17.24,82.96,98.5,58.5,35.69,1
2026-05-21 11:15:35,69,thermal,LOCAL,27.99,27.91,4028,0.55,0.0,66.67,82.88,98.5,58.0,35.73,1
2026-05-21 11:15:37,70,thermal,LOCAL,27.99,27.91,4028,0.56,0.0,41.94,82.78,98.1,58.5,35.73,1
2026-05-21 11:15:39,71,thermal,LOCAL,27.99,27.91,4028,0.52,0.0,20.0,82.8,98.4,59.0,35.73,1
2026-05-21 11:15:41,72,thermal,LOCAL,27.52,27.89,4165,0.55,0.0,17.54,82.81,98.5,58.5,36.34,1
2026-05-21 11:15:43,73,thermal,LOCAL,27.52,27.89,4165,0.5,0.0,18.97,82.69,98.9,58.5,36.34,1
2026-05-21 11:15:45,74,thermal,LOCAL,28.05,27.9,4305,0.57,0.0,20.34,82.69,99.0,59.0,35.65,1
2026-05-21 11:15:47,75,thermal,LOCAL,28.05,27.9,4305,0.53,0.0,22.95,82.8,98.9,59.0,35.65,1
2026-05-21 11:15:49,76,thermal,LOCAL,28.05,27.9,4305,0.5,0.0,20.34,82.7,98.7,59.5,35.65,1
2026-05-21 11:15:51,77,thermal,LOCAL,28.01,27.9,4445,0.55,0.0,22.95,82.81,98.4,58.5,35.7,1
2026-05-21 11:15:53,78,thermal,LOCAL,28.01,27.9,4445,0.55,0.0,22.95,82.72,98.4,59.0,35.7,1
2026-05-21 11:15:55,79,thermal,LOCAL,28.09,27.9,4585,0.53,0.0,19.67,82.84,98.6,59.0,35.6,1
2026-05-21 11:15:57,80,thermal,LOCAL,28.09,27.9,4585,0.56,0.0,20.34,82.75,98.6,59.0,35.6,1
2026-05-21 11:15:59,81,thermal,LOCAL,28.09,27.9,4585,0.57,0.0,24.19,82.75,98.5,59.0,35.6,1
2026-05-21 11:16:01,82,thermal,LOCAL,27.56,27.9,4722,0.56,0.0,24.19,82.76,98.3,59.5,36.28,1
2026-05-21 11:16:03,83,thermal,LOCAL,27.56,27.9,4722,0.51,0.0,23.81,82.87,98.7,59.5,36.28,1
2026-05-21 11:16:05,84,thermal,LOCAL,26.97,27.87,4856,0.56,0.0,22.95,82.79,98.7,59.5,37.08,1
2026-05-21 11:16:07,85,thermal,LOCAL,26.97,27.87,4856,0.57,0.0,18.97,82.8,98.7,59.5,37.08,1
2026-05-21 11:16:09,86,thermal,LOCAL,26.97,27.87,4856,0.53,0.0,20.0,82.82,98.3,59.5,37.08,1
2026-05-21 11:16:11,87,thermal,LOCAL,28.0,27.87,4996,0.55,0.0,24.14,82.83,98.8,59.0,35.71,1
2026-05-21 11:16:13,88,thermal,LOCAL,28.0,27.87,4996,0.55,0.0,17.24,82.84,98.7,59.5,35.71,1
2026-05-21 11:16:15,89,thermal,LOCAL,28.06,27.88,5136,0.54,0.0,18.64,82.86,98.8,59.5,35.64,1
2026-05-21 11:16:17,90,thermal,LOCAL,28.06,27.88,5136,0.59,0.0,17.54,82.86,98.8,59.5,35.64,1
2026-05-21 11:16:19,91,thermal,LOCAL,28.06,27.88,5136,0.54,0.0,21.67,82.87,98.0,60.0,35.64,1
2026-05-21 11:16:21,92,thermal,LOCAL,28.0,27.88,5276,0.48,0.0,21.31,82.88,98.5,59.5,35.71,1
2026-05-21 11:16:23,93,thermal,LOCAL,28.0,27.88,5276,0.56,0.0,20.0,82.72,98.7,60.0,35.71,1
2026-05-21 11:16:25,94,thermal,LOCAL,27.91,27.88,5415,22.39,0.0,35.59,82.69,98.7,59.5,35.83,1
2026-05-21 11:16:27,95,thermal,LOCAL,27.91,27.88,5415,47.58,0.0,21.31,82.71,98.9,60.0,35.83,1
2026-05-21 11:16:29,96,thermal,LOCAL,27.91,27.88,5415,42.09,0.0,23.73,82.71,98.4,60.0,35.83,1
2026-05-21 11:16:31,97,thermal,LOCAL,27.78,27.88,5553,39.19,0.0,18.64,82.71,98.4,60.0,36.0,1
2026-05-21 11:16:33,98,thermal,LOCAL,27.78,27.88,5553,40.86,0.0,19.3,82.71,98.9,60.0,36.0,1
2026-05-21 11:16:35,99,thermal,LOCAL,28.08,27.88,5693,43.14,0.0,22.03,82.72,98.9,60.0,35.61,1
2026-05-21 11:16:37,100,thermal,LOCAL,28.08,27.88,5693,44.97,0.0,20.34,82.73,98.8,60.0,35.61,1
2026-05-21 11:16:39,101,thermal,LOCAL,28.08,27.88,5693,47.45,0.0,23.33,82.76,98.8,60.0,35.61,1
2026-05-21 11:16:41,102,thermal,LOCAL,28.02,27.89,5833,43.32,0.0,20.0,82.77,98.7,60.5,35.69,1
2026-05-21 11:16:44,103,thermal,LOCAL,28.02,27.89,5833,48.77,50.0,20.34,82.77,98.8,60.5,35.69,1
2026-05-21 11:16:46,104,thermal,LOCAL,28.07,27.89,5973,38.29,50.0,22.81,82.79,98.5,60.0,35.63,1
2026-05-21 11:16:48,105,thermal,LOCAL,28.07,27.89,5973,63.75,50.0,27.12,82.79,98.4,60.0,35.63,1
2026-05-21 11:16:49,106,thermal,LOCAL,28.01,27.9,6113,41.81,0.0,31.15,82.81,98.9,60.0,35.7,1
2026-05-21 11:16:52,107,thermal,LOCAL,28.01,27.9,6113,49.53,0.0,22.81,82.81,98.6,60.5,35.7,1
2026-05-21 11:16:53,108,thermal,LOCAL,28.01,27.9,6113,49.88,0.0,20.0,82.82,98.8,60.5,35.7,1
2026-05-21 11:16:56,109,thermal,LOCAL,28.1,27.9,6253,57.36,0.0,21.31,82.84,98.4,60.5,35.59,1
2026-05-21 11:16:58,110,thermal,LOCAL,28.1,27.9,6253,50.36,0.0,18.64,82.85,98.3,60.5,35.59,1
2026-05-21 11:16:59,111,thermal,LOCAL,27.99,27.9,6392,0.57,0.0,18.33,82.88,98.2,60.5,35.73,1
2026-05-21 11:17:01,112,thermal,LOCAL,27.99,27.9,6392,0.56,0.0,15.79,82.88,98.5,60.5,35.73,1
2026-05-21 11:17:03,113,thermal,LOCAL,27.99,27.9,6392,0.53,0.0,18.97,82.9,98.4,60.5,35.73,1
2026-05-21 11:17:05,114,thermal,LOCAL,28.05,27.9,6532,36.23,0.0,20.0,82.9,98.8,60.5,35.65,1
2026-05-21 11:17:07,115,thermal,LOCAL,28.05,27.9,6532,17.08,0.0,20.34,82.92,98.7,60.5,35.65,1
2026-05-21 11:17:09,116,thermal,LOCAL,28.05,27.91,6672,20.36,0.0,18.97,82.93,98.4,61.0,35.65,1
2026-05-21 11:17:11,117,thermal,LOCAL,28.05,27.91,6672,0.56,0.0,20.0,82.76,98.6,61.0,35.65,1
2026-05-21 11:17:13,118,thermal,LOCAL,28.05,27.91,6672,0.58,0.0,23.81,82.84,98.4,61.5,35.65,1
2026-05-21 11:17:15,119,thermal,LOCAL,27.79,27.91,6810,0.64,0.0,19.3,82.84,98.5,61.0,35.98,1
2026-05-21 11:17:17,120,thermal,LOCAL,27.79,27.91,6810,0.59,0.0,17.24,82.73,98.3,61.0,35.98,1
2026-05-21 11:17:19,121,thermal,LOCAL,27.97,27.91,6949,0.6,0.0,18.97,82.73,98.4,61.5,35.75,1
2026-05-21 11:17:21,122,thermal,LOCAL,27.97,27.91,6949,0.57,0.0,14.55,82.72,98.4,61.5,35.75,1
2026-05-21 11:17:23,123,thermal,LOCAL,27.97,27.91,6949,0.56,0.0,20.0,82.71,98.7,61.0,35.75,1
2026-05-21 11:17:25,124,thermal,LOCAL,27.99,27.91,7088,0.56,0.0,16.95,82.72,99.0,61.5,35.73,1
2026-05-21 11:17:27,125,thermal,LOCAL,27.99,27.91,7088,0.57,0.0,20.97,82.73,98.6,61.0,35.73,1
2026-05-21 11:17:29,126,thermal,LOCAL,28.07,27.91,7228,0.49,0.0,18.33,82.76,98.3,61.0,35.63,1
2026-05-21 11:17:31,127,thermal,LOCAL,28.07,27.91,7228,0.48,0.0,15.79,82.76,98.6,61.0,35.63,1
2026-05-21 11:17:33,128,thermal,LOCAL,28.07,27.91,7228,0.57,0.0,19.67,82.78,98.6,61.0,35.63,1
2026-05-21 11:17:35,129,thermal,LOCAL,28.06,27.91,7368,12.86,0.0,20.0,82.79,98.9,61.0,35.64,1
2026-05-21 11:17:38,130,thermal,LOCAL,28.06,27.91,7368,40.37,0.0,21.31,82.81,98.5,61.5,35.64,1
2026-05-21 11:17:39,131,thermal,LOCAL,28.1,27.92,7508,0.53,0.0,26.67,82.77,98.4,61.5,35.59,1
2026-05-21 11:17:41,132,thermal,LOCAL,28.1,27.92,7508,0.58,0.0,18.33,82.79,98.4,61.5,35.59,1
2026-05-21 11:17:43,133,thermal,LOCAL,28.1,27.92,7508,0.56,0.0,18.64,82.8,99.0,61.5,35.59,1
2026-05-21 11:17:45,134,thermal,LOCAL,28.06,27.92,7648,0.52,0.0,23.81,82.82,98.9,62.0,35.64,1
2026-05-21 11:17:48,135,thermal,LOCAL,28.06,27.92,7648,21.72,0.0,19.35,82.83,98.5,61.5,35.64,1
2026-05-21 11:17:49,136,thermal,LOCAL,28.0,27.92,7788,19.15,0.0,22.41,82.84,98.8,61.5,35.71,1
2026-05-21 11:17:51,137,thermal,LOCAL,28.0,27.92,7788,0.79,0.0,17.24,82.85,98.9,62.0,35.71,1
2026-05-21 11:17:53,138,thermal,LOCAL,28.0,27.92,7788,0.55,0.0,16.95,82.96,98.5,62.0,35.71,1
2026-05-21 11:17:55,139,thermal,LOCAL,28.09,27.93,7928,0.54,0.0,20.0,82.87,98.4,62.0,35.6,1
2026-05-21 11:17:57,140,thermal,LOCAL,28.09,27.93,7928,0.53,0.0,18.64,82.88,98.8,61.5,35.6,1
2026-05-21 11:17:59,141,thermal,LOCAL,28.04,27.93,8068,0.58,0.0,25.0,82.92,98.6,62.0,35.66,1
2026-05-21 11:18:02,142,thermal,LOCAL,28.04,27.93,8068,0.7,0.0,21.67,82.69,99.1,62.0,35.66,1
2026-05-21 11:18:04,143,thermal,LOCAL,28.04,27.93,8068,0.49,0.0,20.0,82.68,98.9,62.0,35.66,1
2026-05-21 11:18:06,144,thermal,LOCAL,28.0,27.93,8208,0.55,0.0,18.03,82.68,98.5,62.0,35.71,1
2026-05-21 11:18:07,145,thermal,LOCAL,28.0,27.93,8208,0.57,0.0,19.67,82.69,98.5,62.0,35.71,1
2026-05-21 11:18:10,146,thermal,LOCAL,27.99,27.93,8347,0.57,0.0,16.95,82.69,98.4,62.0,35.73,1
2026-05-21 11:18:11,147,thermal,LOCAL,27.99,27.93,8347,0.57,0.0,16.95,82.69,98.7,62.5,35.73,1
2026-05-21 11:18:14,148,thermal,LOCAL,27.99,27.93,8347,0.58,0.0,17.24,82.69,98.8,62.0,35.73,1
2026-05-21 11:18:15,149,thermal,LOCAL,28.16,27.93,8487,0.58,0.0,16.95,82.7,98.4,62.5,35.51,1
2026-05-21 11:18:18,150,thermal,LOCAL,28.16,27.93,8487,0.59,0.0,21.31,82.71,98.9,62.0,35.51,1
2026-05-21 16:59:29,1,ideal,LOCAL,0.0,0.0,0,0.61,0.0,53.45,82.24,98.1,41.0,-1.0,1
2026-05-21 16:59:31,2,ideal,LOCAL,0.0,0.0,0,0.65,0.0,43.33,82.28,98.7,43.5,-1.0,1
2026-05-21 16:59:33,3,ideal,LOCAL,0.0,0.0,0,0.67,0.0,44.26,82.27,98.1,44.5,-1.0,1
2026-05-21 16:59:35,4,ideal,LOCAL,23.13,22.99,115,0.66,0.0,40.68,82.29,98.3,44.5,43.23,1
2026-05-21 16:59:37,5,ideal,LOCAL,23.13,22.99,115,42.15,0.0,38.98,82.3,98.1,45.0,43.23,1
2026-05-21 16:59:39,6,ideal,LOCAL,23.24,23.1,231,0.6,0.0,38.6,82.31,98.3,45.0,43.03,1
2026-05-21 16:59:41,7,ideal,LOCAL,23.24,23.1,231,0.51,0.0,41.67,82.33,98.1,45.5,43.03,1
2026-05-21 16:59:43,8,ideal,LOCAL,23.24,23.1,231,0.71,0.0,44.44,82.37,98.3,46.0,43.03,1
2026-05-21 16:59:45,9,ideal,LOCAL,23.29,23.2,347,0.62,0.0,41.67,82.38,98.8,46.0,42.94,1
2026-05-21 16:59:47,10,ideal,LOCAL,23.29,23.2,347,0.67,0.0,41.94,82.47,98.1,46.0,42.94,1
2026-05-21 16:59:49,11,ideal,LOCAL,23.2,23.2,462,0.68,0.0,42.37,82.5,73.7,46.0,43.1,1
2026-05-21 16:59:51,12,ideal,LOCAL,23.2,23.2,462,0.56,0.0,41.67,82.5,98.6,46.5,43.1,1
2026-05-21 16:59:53,13,ideal,LOCAL,23.2,23.2,462,0.58,0.0,46.67,82.49,98.2,46.5,43.1,1
2026-05-21 16:59:55,14,ideal,LOCAL,23.26,23.16,578,0.64,0.0,37.93,82.62,98.7,47.0,42.99,1
2026-05-21 16:59:57,15,ideal,LOCAL,23.26,23.16,578,0.59,0.0,45.9,82.54,98.5,47.0,42.99,1
2026-05-21 16:59:59,16,ideal,LOCAL,23.4,23.23,695,0.63,0.0,43.55,82.56,98.2,47.0,42.74,1
2026-05-21 17:00:01,17,ideal,LOCAL,23.4,23.23,695,0.65,0.0,48.44,82.55,98.4,47.0,42.74,1
2026-05-21 17:00:03,18,ideal,LOCAL,23.4,23.23,695,0.67,0.0,43.55,82.56,98.7,47.0,42.74,1
2026-05-21 17:00:05,19,ideal,LOCAL,23.27,23.26,811,2.85,0.0,40.32,82.58,97.4,47.5,42.97,1
2026-05-21 17:00:07,20,ideal,LOCAL,23.27,23.26,811,0.58,0.0,44.26,82.59,97.6,47.0,42.97,1
2026-05-21 17:00:09,21,ideal,LOCAL,23.16,23.22,926,0.83,0.0,42.37,82.47,98.3,48.0,43.18,1
2026-05-21 17:00:11,22,ideal,LOCAL,23.16,23.22,926,0.6,0.0,48.33,82.49,98.0,47.5,43.18,1
2026-05-21 17:00:13,23,ideal,LOCAL,23.16,23.22,926,0.56,0.0,43.33,82.53,98.5,48.0,43.18,1
2026-05-21 17:00:15,24,ideal,LOCAL,23.21,23.22,1042,0.54,0.0,66.67,82.55,98.0,48.0,43.08,1
2026-05-21 17:00:17,25,ideal,LOCAL,23.21,23.22,1042,0.54,0.0,43.33,82.17,98.1,48.5,43.08,1
2026-05-21 17:00:19,26,ideal,LOCAL,23.3,23.24,1158,0.54,0.0,44.07,82.16,98.7,48.5,42.92,1
2026-05-21 17:00:21,27,ideal,LOCAL,23.3,23.24,1158,0.51,0.0,46.88,82.15,98.1,48.5,42.92,1
2026-05-21 17:00:23,28,ideal,LOCAL,23.3,23.24,1158,0.53,0.0,45.9,82.17,98.3,48.5,42.92,1
2026-05-21 17:00:25,29,ideal,LOCAL,23.29,23.24,1274,0.55,0.0,45.16,82.18,98.2,49.0,42.94,1
2026-05-21 17:00:27,30,ideal,LOCAL,23.29,23.24,1274,0.54,0.0,45.9,82.18,98.7,49.0,42.94,1
2026-05-21 17:00:29,31,ideal,LOCAL,23.16,23.23,1389,0.53,0.0,43.1,82.19,98.2,49.0,43.18,1
2026-05-21 17:00:31,32,ideal,LOCAL,23.16,23.23,1389,0.54,0.0,45.0,82.22,98.6,49.0,43.18,1
2026-05-21 17:00:33,33,ideal,LOCAL,23.16,23.23,1389,0.53,0.0,45.0,82.23,98.0,49.5,43.18,1
2026-05-21 17:00:35,34,ideal,LOCAL,23.31,23.24,1505,0.53,0.0,46.67,82.25,98.6,49.5,42.9,1
2026-05-21 17:00:37,35,ideal,LOCAL,23.31,23.24,1505,0.5,0.0,46.67,82.26,98.2,50.0,42.9,1
2026-05-21 17:00:39,36,ideal,LOCAL,23.18,23.24,1620,0.59,0.0,41.38,82.27,98.5,50.0,43.14,1
2026-05-21 17:00:41,37,ideal,LOCAL,23.18,23.24,1620,0.61,0.0,50.0,82.29,98.7,49.5,43.14,1
2026-05-21 17:00:43,38,ideal,LOCAL,23.18,23.24,1620,0.57,0.0,47.54,82.3,98.2,50.0,43.14,1
2026-05-21 17:00:45,39,ideal,LOCAL,23.31,23.24,1736,0.64,0.0,44.26,82.32,97.9,50.0,42.9,1
2026-05-21 17:00:47,40,ideal,LOCAL,23.31,23.24,1736,13.91,0.0,44.83,82.31,98.8,50.0,42.9,1
2026-05-21 17:00:49,41,ideal,LOCAL,23.28,23.25,1852,0.67,0.0,45.0,82.32,73.9,50.0,42.96,1
2026-05-21 17:00:51,42,ideal,LOCAL,23.28,23.25,1852,0.64,0.0,51.72,82.34,98.2,50.5,42.96,1
2026-05-21 17:00:53,43,ideal,LOCAL,23.28,23.25,1852,0.59,0.0,57.38,81.31,20.0,49.0,42.96,1
