ideal,130.33,59.17,2.9,70.4,0.0,33.5,9470.8,4341.3,0
ideal,130.33,59.17,8.9,79.4,0.0,34.5,10073.8,176.7,0
ideal,130.33,59.17,3.1,79.6,0.0,34.5,9890.2,107.9,0
ideal,130.33,59.17,3.8,79.6,0.0,35.0,9518.7,247.2,0
ideal,130.33,59.17,3.5,79.6,0.0,34.5,9951.9,149.7,0
ideal,41.81,110.72,3.0,79.6,0.0,34.5,9577.8,131.6,0
ideal,41.81,110.72,3.4,79.6,0.0,35.5,9546.9,175.1,0
ideal,41.81,110.72,3.2,79.6,0.0,35.0,8319.1,110.0,0
ideal,41.81,110.72,3.5,79.6,0.0,35.5,8912.8,105.9,0
ideal,41.81,110.72,3.5,79.7,0.0,35.5,8925.7,104.9,0
ideal,55.94,107.95,3.2,79.6,0.0,35.0,9258.4,100.5,0
ideal,55.94,107.95,3.1,79.6,0.0,36.0,8777.5,97.9,0
ideal,55.94,107.95,3.3,79.6,0.0,36.0,8718.1,171.7,0
ideal,55.94,107.95,3.3,79.6,0.0,35.5,7664.1,163.5,0
ideal,55.94,107.95,3.9,79.7,0.0,35.0,8538.6,194.6,0
ideal,47.71,131.26,3.2,79.6,0.0,35.0,8721.1,146.7,0
ideal,47.71,131.26,3.4,79.6,0.0,35.0,9634.9,186.7,0
ideal,47.71,131.26,3.2,79.6,0.0,35.0,8780.5,163.8,0
ideal,47.71,131.26,3.8,79.7,0.0,35.0,8491.8,194.2,0
ideal,47.71,131.26,6.1,79.7,7.8,35.0,8782.1,195.9,0
ideal,32.52,116.87,4.2,79.7,0.0,35.0,9092.7,138.2,0
ideal,32.52,116.87,4.0,79.6,0.0,35.0,9159.9,114.4,0
ideal,32.52,116.87,4.6,79.7,0.0,36.0,9132.8,114.3,0
ideal,32.52,116.87,5.1,79.7,0.0,35.5,9854.9,156.7,0
ideal,32.52,116.87,7.0,80.1,0.0,35.5,9353.7,167.9,0
ideal,62.61,514.45,14.1,79.5,0.0,35.5,8785.8,163.2,0
ideal,62.61,514.45,4.6,79.5,0.0,35.5,9410.4,134.3,0
ideal,62.61,514.45,4.2,79.5,0.0,36.0,9311.6,134.7,0
ideal,62.61,514.45,4.2,79.5,0.0,36.5,8658.7,131.1,0
ideal,62.61,514.45,4.4,79.5,0.0,36.0,9221.7,121.7,0
ideal,31.21,3553.74,3.6,79.5,0.0,36.0,9276.9,114.1,0
ideal,31.21,3553.74,4.0,79.5,0.0,36.5,8985.0,115.0,0
ideal,31.21,3553.74,3.5,79.5,0.0,36.5,8597.6,137.1,0
ideal,31.21,3553.74,3.7,79.6,0.0,36.0,8829.4,162.8,0
ideal,31.21,3553.74,3.2,79.5,0.0,36.0,8701.8,196.4,0
ideal,32.87,139.17,4.1,79.6,0.0,36.0,8818.6,162.3,0
ideal,32.87,139.17,3.5,79.6,0.0,36.0,8572.4,128.3,0
ideal,32.87,139.17,3.5,79.6,0.0,37.0,8375.0,123.1,0
ideal,32.87,139.17,5.2,79.6,1.5,37.0,8623.4,170.7,0
ideal,32.87,139.17,7.3,79.6,0.0,37.0,8581.3,159.5,0
ideal,49.05,142.03,6.0,79.6,0.0,36.0,9084.5,149.7,0
ideal,49.05,142.03,7.0,79.6,1.0,36.5,8772.3,109.5,0
ideal,49.05,142.03,4.7,79.6,0.0,37.0,9119.2,177.0,0
ideal,49.05,142.03,3.6,79.6,0.0,36.5,9654.8,142.7,0
ideal,49.05,142.03,3.2,79.6,0.0,37.0,7724.1,132.3,0
ideal,58.71,139.46,4.8,79.6,0.0,37.0,9325.1,184.8,0
ideal,58.71,139.46,6.7,79.6,0.0,37.0,10663.5,167.0,0
ideal,58.71,139.46,6.6,79.6,0.0,37.0,9390.3,424.9,0
ideal,58.71,139.46,4.0,79.6,0.0,36.5,7966.5,187.4,0
ideal,58.71,139.46,4.2,79.6,0.0,36.5,8654.1,107.3,0
ideal,37.05,251.8,5.9,79.6,0.0,37.0,8489.9,245.8,0
ideal,37.05,251.8,7.4,79.7,0.0,37.0,8566.5,127.5,0
ideal,37.05,251.8,3.8,79.7,0.0,37.5,8236.2,125.9,0
ideal,37.05,251.8,3.4,79.7,0.0,37.5,8701.4,146.8,0
ideal,37.05,251.8,3.4,79.7,0.0,37.0,8309.0,126.0,0
ideal,47.0,181.18,3.3,79.7,0.0,37.0,8495.4,118.5,0
ideal,47.0,181.18,4.3,79.7,0.0,37.5,9055.7,141.4,0
ideal,47.0,181.18,3.5,79.7,0.0,37.5,8922.5,129.9,0
ideal,47.0,181.18,3.2,79.7,0.0,37.5,8767.4,163.2,0
ideal,47.0,181.18,3.4,79.7,0.0,37.5,9231.4,191.7,0
ideal,47.36,142.84,3.1,79.7,0.0,37.0,9320.1,425.4,0
ideal,71.01,112.46,3.4,70.5,0.0,36.0,9778.6,4587.0,0
ideal,71.01,112.46,8.4,79.4,0.0,36.0,9602.9,254.0,0
ideal,71.01,112.46,3.2,79.6,0.0,36.0,9356.4,195.2,0
ideal,71.01,112.46,3.3,79.7,0.0,36.0,9154.8,168.3,0
ideal,71.01,112.46,3.4,79.7,0.0,36.0,11053.2,148.1,0
ideal,46.42,204.54,2.9,79.7,0.0,36.0,9546.6,163.8,0
ideal,46.42,204.54,3.1,79.7,0.0,36.5,9202.9,146.1,0
ideal,46.42,204.54,3.3,79.7,0.0,36.0,8581.7,185.6,0
ideal,46.42,204.54,3.6,79.7,0.0,36.5,9188.7,108.0,0
ideal,46.42,204.54,3.4,79.7,0.0,37.5,8985.3,115.2,0
ideal,36.56,110.97,3.2,79.7,0.0,36.5,9316.9,131.1,0
ideal,36.56,110.97,3.6,79.7,0.0,37.0,10214.0,235.0,0
ideal,36.56,110.97,4.1,79.7,0.0,36.5,9568.6,168.2,0
ideal,36.56,110.97,3.8,79.7,0.0,36.5,9581.1,209.8,0
ideal,36.56,110.97,4.1,79.7,0.0,36.5,9190.3,403.9,0
ideal,32.34,3516.13,4.1,79.7,0.0,36.5,9668.8,252.5,0
ideal,32.34,3516.13,5.5,79.7,0.0,36.5,9138.5,242.7,0
ideal,32.34,3516.13,4.5,79.7,0.0,37.0,9402.4,188.2,0
ideal,32.34,3516.13,4.1,79.7,0.0,37.0,8936.1,134.6,0
ideal,32.34,3516.13,3.9,79.7,0.0,37.5,9446.3,197.0,0
ideal,66.52,130.35,3.8,79.7,0.0,36.5,9680.9,221.8,0
ideal,66.52,130.35,5.8,79.7,0.0,37.0,9741.4,227.7,0
ideal,66.52,130.35,4.6,79.7,0.0,37.0,9815.9,217.5,0
ideal,66.52,130.35,4.5,79.7,0.0,37.0,9117.3,187.6,0
ideal,66.52,130.35,4.6,79.7,0.0,37.0,9253.0,243.4,0
ideal,50.6,126.55,3.8,78.7,0.0,35.5,521.6,34.4,0
ideal,50.6,126.55,8.1,87.7,0.0,36.0,662.1,33.0,0
ideal,50.6,126.55,4.5,87.9,0.0,36.0,882.5,34.9,0
ideal,0.6,3820.82,4.6,69.7,0.0,42.5,304.0,32.6,0
ideal,0.6,3820.82,11.2,78.7,0.0,42.5,308.0,36.5,0
ideal,0.6,3820.82,4.4,78.9,0.0,43.0,272.8,36.3,0
ideal,0.6,3820.82,5.8,78.9,0.0,42.0,285.2,34.4,0
ideal,0.6,3820.82,4.6,78.9,0.0,41.5,286.7,34.6,0
ideal,0.59,3397.57,4.5,78.9,0.0,41.0,287.8,35.6,0
ideal,0.59,3397.57,4.9,79.0,0.0,41.0,290.0,33.2,0
ideal,0.52,8853.41,64.4,74.1,0.0,47.0,307.1,35.7,0
ideal,0.52,8853.41,63.7,83.1,0.0,47.0,282.6,35.6,0
ideal,0.52,8853.41,64.6,83.3,0.0,47.5,304.7,34.2,0
ideal,0.52,8853.41,60.8,83.3,0.0,47.0,307.4,36.2,0
ideal,0.52,8853.41,64.8,83.3,0.0,47.0,271.9,33.2,0
ideal,0.53,7361.66,63.7,83.3,0.0,46.5,315.6,36.1,0
ideal,0.53,7361.66,61.3,83.3,0.0,47.0,279.9,34.5,0
ideal,0.53,7361.66,65.4,83.3,0.0,47.0,307.9,34.0,0
ideal,0.53,7361.66,63.0,83.3,0.0,47.0,286.3,33.5,0
ideal,0.53,7361.66,61.7,83.3,0.0,46.5,284.8,32.8,0
ideal,0.53,8976.57,65.2,83.3,0.0,46.5,273.9,36.0,0
ideal,0.53,8976.57,61.9,83.3,0.0,46.5,269.6,32.8,0
ideal,0.53,8976.57,63.2,83.4,0.0,46.5,292.3,33.7,0
ideal,0.53,8976.57,65.2,83.4,0.0,46.5,291.9,33.5,0
ideal,0.53,8976.57,23.8,83.4,0.0,45.0,286.7,34.2,0
ideal,0.56,3982.72,5.6,83.4,0.0,44.5,282.9,34.0,0
ideal,0.56,3982.72,6.4,83.4,0.0,44.5,288.3,33.0,0
ideal,0.56,3982.72,5.8,83.4,0.0,43.5,276.5,33.3,0
ideal,0.56,3982.72,6.2,83.4,0.0,43.5,283.2,36.2,0
ideal,0.56,3982.72,5.5,83.4,0.0,43.5,277.7,32.8,0
ideal,0.57,4026.21,7.2,83.4,0.0,43.0,288.7,33.5,0
ideal,0.57,4026.21,5.2,83.4,0.0,42.5,311.1,33.7,0
ideal,0.57,4026.21,5.1,83.4,0.0,42.5,304.5,35.2,0
ideal,0.57,4026.21,5.5,83.5,0.0,42.0,269.3,36.4,0
ideal,0.57,4026.21,5.3,83.6,0.0,41.5,296.4,36.5,0
ideal,11.53,3945.26,5.0,83.6,0.0,41.5,304.5,36.2,0
ideal,11.53,3945.26,5.0,83.6,0.0,41.5,306.4,32.6,0
ideal,11.53,3945.26,4.9,83.6,0.0,41.0,303.2,34.3,0
ideal,11.53,3945.26,5.0,83.6,0.0,41.0,293.7,33.3,0
ideal,11.53,3945.26,4.9,83.7,0.0,40.5,309.4,35.8,0
ideal,0.56,4049.04,4.7,83.7,0.0,40.5,314.4,32.7,0
ideal,0.56,4049.04,5.1,83.7,0.0,40.0,305.2,32.9,0
ideal,0.56,4049.04,5.0,83.7,0.0,40.0,296.8,33.9,0
ideal,0.56,4049.04,4.9,83.7,0.0,40.0,285.1,32.7,0
ideal,0.56,4049.04,6.1,83.6,0.0,40.5,296.2,34.5,0
ideal,0.56,4022.83,4.8,83.6,0.0,39.5,282.5,32.8,0
ideal,0.56,4022.83,4.7,83.6,0.0,40.5,277.3,34.2,0
ideal,0.56,4022.83,5.4,83.6,0.0,39.5,269.9,33.7,0
ideal,0.56,4022.83,4.9,83.7,0.0,39.5,289.9,33.9,0
ideal,0.56,4022.83,5.0,83.7,0.0,39.0,295.7,33.7,0
ideal,0.58,4316.79,4.6,83.7,0.0,39.0,285.9,35.8,0
ideal,0.58,4316.79,5.3,83.7,0.0,39.5,313.0,35.6,0
ideal,0.58,4316.79,5.2,83.5,0.0,39.5,293.0,34.3,0
ideal,0.58,4316.79,5.3,83.5,0.0,39.0,298.8,34.9,0
ideal,0.58,4316.79,5.1,83.5,0.0,39.5,291.9,33.5,0
ideal,0.57,4018.98,4.7,83.5,0.0,38.5,289.1,34.4,0
ideal,0.57,4018.98,6.0,83.5,0.0,38.5,313.9,34.8,0
ideal,0.57,4018.98,5.4,83.5,0.0,38.0,292.7,35.5,0
ideal,0.57,4018.98,5.0,83.5,0.0,38.0,309.2,32.5,0
ideal,0.57,4018.98,4.8,83.6,0.0,38.0,307.0,36.1,0
ideal,0.57,3929.09,4.7,83.6,0.0,37.5,314.4,35.1,0
ideal,0.57,3929.09,5.3,83.6,0.0,37.0,302.0,35.6,0
ideal,0.57,3929.09,5.7,83.6,0.0,37.0,314.9,32.7,0
ideal,0.57,3929.09,6.6,83.6,0.0,37.0,283.7,32.6,0
ideal,0.57,3929.09,5.2,83.6,0.0,38.0,276.0,34.1,0
ideal,0.56,4035.9,5.1,83.6,0.0,37.0,314.1,35.8,0
ideal,0.56,4035.9,5.9,83.6,0.0,37.5,276.4,36.3,0
ideal,0.56,4035.9,5.6,83.6,0.0,37.0,291.3,34.3,0
ideal,0.56,4035.9,5.1,83.6,0.0,37.0,287.3,34.7,0
ideal,0.56,4035.9,6.7,83.6,0.0,36.5,293.7,34.7,0
ideal,0.59,5286.66,6.9,83.6,0.0,36.5,281.2,33.9,0
ideal,0.59,5286.66,6.4,83.6,0.0,36.0,310.0,36.2,0
ideal,0.59,5286.66,6.8,83.6,0.0,36.0,292.9,34.5,0
ideal,0.59,5286.66,5.5,83.6,0.0,36.0,305.6,34.7,0
ideal,0.59,5286.66,5.8,83.6,0.0,36.0,264.6,33.2,0
ideal,0.56,4322.91,5.4,83.6,0.0,36.0,271.1,34.4,0
ideal,0.56,4322.91,7.8,83.6,0.0,36.0,291.1,33.0,0
ideal,0.56,4322.91,5.7,83.6,0.0,36.0,281.0,32.7,0
ideal,0.56,4322.91,4.8,83.6,0.0,35.5,313.7,35.3,0
ideal,0.56,4322.91,5.1,83.6,0.0,36.0,266.5,35.2,0
ideal,0.57,3806.95,4.7,83.6,0.0,35.5,277.6,34.4,0
ideal,0.57,3806.95,5.4,83.6,0.0,35.5,311.5,33.4,0
ideal,0.57,3806.95,6.1,83.6,0.0,35.5,314.1,35.2,0
ideal,0.57,3806.95,6.2,83.6,0.0,36.0,274.5,33.9,0
ideal,0.57,3806.95,5.1,83.6,0.0,36.0,273.7,36.2,0
ideal,0.57,4209.04,4.6,83.6,0.0,35.5,296.2,35.5,0
ideal,0.57,4209.04,5.0,83.6,0.0,36.0,296.9,34.2,0
ideal,0.57,4209.04,5.7,83.6,0.0,36.0,293.8,34.3,0
ideal,0.57,4209.04,5.2,83.6,0.0,36.5,306.4,34.1,0
ideal,0.57,4209.04,4.9,83.6,0.0,36.0,315.0,32.9,0
ideal,35.82,200.41,4.5,83.6,0.0,36.0,282.0,35.7,0
ideal,35.82,200.41,5.5,83.6,0.0,37.0,309.3,33.6,0
ideal,35.82,200.41,4.9,83.6,0.0,36.0,350.6,34.7,0
